"城市","性别","出生年份","受教育水平","全年总收入","全年职业.劳动收入","政治面貌","住房面积","房屋产权","拥有房产数","身高","体重","户口","每周工作时间","家庭全年总收入","家庭房产数","婚姻状况","第一次结婚年份","父亲受教育程度","母亲受教育程度","结婚年龄","是否入党"
"湖南省","女",1957,"初中","25000","25000","群众",60,"否",0,155,100,"农业户口",84,"25000",0,"初婚有配偶",1980,"没有受过任何教育","没有受过任何教育",23,0
"湖南省","女",1973,"普通高中","12000","12000","共产党员",120,"否",0,156,100,"农业户口",56,"30000",1,"初婚有配偶",1994,"私塾、扫盲班","私塾、扫盲班",21,0
"湖南省","女",1993,"普通高中","拒绝回答","拒绝回答","共青团员",142,"否",0,159,110,"农业户口",40,"拒绝回答",1,"初婚有配偶",2014,"普通高中","普通高中",21,0
"湖南省","女",1952,"没有受过任何教育","不适用","不适用","群众",100,"否",0,155,120,"农业户口",0,"20000",1,"初婚有配偶",1967,"没有受过任何教育","没有受过任何教育",15,0
"湖南省","女",1955,"小学","0","0","群众",150,"是",1,145,75,"农业户口",0,"5000",1,"初婚有配偶",1979,"没有受过任何教育","没有受过任何教育",24,0
"湖南省","女",1988,"普通高中","70000","70000","群众",90,"否",0,155,90,"农业户口",91,"100000",0,"初婚有配偶",2010,"普通高中","小学",22,0
"湖南省","女",1986,"初中","0","0","群众",145,"否",0,159,120,"农业户口",40,"20000",1,"初婚有配偶",2007,"没有受过任何教育","没有受过任何教育",21,0
"湖南省","女",1958,"小学","不知道","不知道","群众",170,"否",0,154,120,"农业户口",0,"不知道",1,"初婚有配偶",1980,"没有受过任何教育","没有受过任何教育",22,0
"湖南省","女",1980,"初中","10000","10000","群众",40,"否",0,154,112,"农业户口",0,"40000",0,"初婚有配偶",2000,"小学","小学",20,0
"湖南省","男",1936,"私塾、扫盲班","35000","35000","群众",100,"否",0,160,112,"非农业户口",0,"35000",1,"同居",1956,"私塾、扫盲班","没有受过任何教育",20,0
"湖南省","女",1977,"普通高中","拒绝回答","拒绝回答","群众",142,"是",1,158,110,"非农业户口",84,"拒绝回答",1,"初婚有配偶",2002,"初中","初中",25,0
"湖南省","女",1942,"小学","0","0","群众",170,"是",1,155,120,"农业户口",0,"5000",1,"初婚有配偶",1963,"没有受过任何教育","没有受过任何教育",21,0
"湖南省","男",1983,"大学专科（正规高等教育）","160000","160000","群众",150,"是",2,167,120,"非农业户口",21,"250000",3,"初婚有配偶",2011,"初中","没有受过任何教育",28,0
"湖南省","男",1939,"没有受过任何教育","0","0","群众",100,"否",0,170,100,"农业户口",0,"0",0,"初婚有配偶",1962,"初中","没有受过任何教育",23,0
"湖南省","女",1968,"初中","0","0","群众",200,"是",1,158,120,"农业户口",0,"80000",1,"初婚有配偶",1992,"小学","没有受过任何教育",24,0
"湖南省","男",1944,"没有受过任何教育","4000","0","群众",170,"是",1,164,136,"农业户口",0,"7000",1,"丧偶",1969,"没有受过任何教育","没有受过任何教育",25,0
"湖南省","女",1971,"初中","30000","30000","群众",85,"否",0,158,120,"农业户口",12,"60000",1,"初婚有配偶",1994,"没有受过任何教育","没有受过任何教育",23,0
"湖南省","男",1947,"小学","不知道","不知道","群众",130,"否",0,178,150,"农业户口",56,"不知道",1,"初婚有配偶",1971,"初中","没有受过任何教育",24,0
"湖南省","男",1971,"大学专科（正规高等教育）","50000","50000","群众",50,"是",1,167,150,"非农业户口",70,"50000",1,"初婚有配偶",1999,"小学","没有受过任何教育",28,0
"湖南省","男",1962,"小学","0","0","群众",120,"否",0,158,100,"农业户口",0,"0",1,"初婚有配偶",1984,"没有受过任何教育","没有受过任何教育",22,0
"湖南省","男",1936,"初中","34200","0","共产党员",25,"是",1,178,124,"居民户口（以前是农业户口）",0,"34200",1,"初婚有配偶",1958,"没有受过任何教育","没有受过任何教育",22,0
"湖南省","女",1957,"初中","50000","50000","群众",240,"是",1,158,100,"农业户口",21,"拒绝回答",1,"初婚有配偶",1979,"小学","没有受过任何教育",22,0
"湖南省","男",1938,"小学","4800","0","群众",150,"否",0,155,72,"农业户口",0,"不知道",1,"丧偶",1967,"不知道","没有受过任何教育",29,0
"湖南省","女",1985,"初中","40000","40000","群众",96,"否",0,160,96,"农业户口",49,"40000",1,"初婚有配偶",2006,"初中","初中",21,0
"湖南省","女",1942,"没有受过任何教育","1080","0","群众",140,"是",1,150,70,"农业户口",0,"38000",1,"丧偶",1962,"小学","没有受过任何教育",20,0
"湖南省","女",1965,"小学","6000","4000","群众",80,"否",0,152,100,"农业户口",10,"拒绝回答",1,"初婚有配偶",1988,"不知道","没有受过任何教育",23,0
"湖南省","女",1988,"大学专科（正规高等教育）","不适用","不适用","群众",50,"否",0,150,102,"农业户口",0,"不知道",1,"初婚有配偶",2012,"普通高中","小学",24,0
"湖南省","男",1942,"初中","50000","0","群众",300,"是",1,155,100,"农业户口",20,"不知道",1,"初婚有配偶",1963,"没有受过任何教育","没有受过任何教育",21,0
"湖南省","男",1945,"小学","0","0","群众",120,"否",0,162,100,"农业户口",21,"4000",1,"初婚有配偶",1964,"小学","没有受过任何教育",19,0
"湖南省","女",1981,"初中","20000","20000","群众",240,"是",1,156,120,"农业户口",15,"45000",1,"初婚有配偶",2002,"小学","小学",21,0
"湖南省","女",1957,"没有受过任何教育","3000","3000","群众",140,"否",0,138,95,"农业户口",0,"3000",1,"初婚有配偶",1979,"没有受过任何教育","没有受过任何教育",22,0
"湖南省","男",1987,"大学本科（正规高等教育）","30000","30000","群众",170,"否",0,172,120,"非农业户口",40,"60000",1,"初婚有配偶",2012,"中专","初中",25,0
"湖南省","女",1994,"大学本科（正规高等教育）","30000","30000","群众",110,"否",0,162,98,"非农业户口",30,"70000",1,"初婚有配偶",2015,"大学本科（正规高等教育）","普通高中",21,0
"湖南省","女",1985,"初中","10000","10000","群众",300,"否",0,160,120,"农业户口",0,"80000",1,"初婚有配偶",2010,"初中","初中",25,0
"湖南省","男",1946,"小学","0","0","共青团员",70,"否",0,170,120,"农业户口",0,"0",0,"初婚有配偶",1967,"不知道","不知道",21,0
"湖南省","女",1966,"小学","0","0","群众",200,"否",0,154,130,"农业户口",15,"不知道",1,"初婚有配偶",1983,"小学","小学",17,0
"湖南省","女",1951,"初中","900","0","群众",138,"否",0,157,90,"农业户口",0,"1800",1,"初婚有配偶",1973,"没有受过任何教育","没有受过任何教育",22,0
"湖南省","女",1939,"没有受过任何教育","不知道","不知道","群众",120,"否",0,160,75,"农业户口",80,"不知道",1,"初婚有配偶",1958,"没有受过任何教育","没有受过任何教育",19,0
"湖南省","男",1946,"小学","2000","2000","共产党员",50,"否",0,169,135,"农业户口",40,"2000",1,"分居未离婚",1968,"没有受过任何教育","没有受过任何教育",22,0
"湖南省","女",1958,"初中","0","0","群众",130,"否",0,158,90,"农业户口",0,"0",0,"初婚有配偶",1982,"没有受过任何教育","没有受过任何教育",24,0
"湖南省","男",1983,"没有受过任何教育","0","0","群众",9998,"否",0,160,130,"农业户口",0,"24000",1,"分居未离婚",2011,"职业高中","初中",28,0
"湖南省","女",1949,"小学","不适用","不适用","共产党员",95,"否",0,160,145,"农业户口",0,"不知道",1,"丧偶",1964,"没有受过任何教育","没有受过任何教育",15,0
"湖南省","女",1982,"没有受过任何教育","0","0","群众",120,"否",0,164,98,"非农业户口",0,"50000",1,"初婚有配偶",2005,"小学","小学",23,0
"湖南省","男",1940,"初中","2000","1000","群众",120,"否",0,168,130,"农业户口",0,"2000",1,"初婚有配偶",1970,"没有受过任何教育","没有受过任何教育",30,0
"湖南省","女",1982,"大学本科（成人高等教育）","40000","40000","群众",110,"否",0,165,100,"非农业户口",35,"80000",1,"初婚有配偶",2006,"小学","小学",24,0
"湖南省","男",1990,"大学专科（正规高等教育）","50000","50000","共产党员",180,"否",0,170,70,"农业户口",60,"150000",1,"初婚有配偶",2016,"小学","普通高中",26,0
"湖南省","女",1976,"没有受过任何教育","10000","10000","群众",100,"是",1,165,128,"农业户口",42,"20000",1,"初婚有配偶",1999,"没有受过任何教育","没有受过任何教育",23,0
"湖南省","女",1956,"初中","不知道","0","群众",100,"否",0,158,140,"农业户口",0,"0",1,"初婚有配偶",1977,"没有受过任何教育","没有受过任何教育",21,0
"广东省","男",1959,"普通高中","30000","30000","群众",55,"是",1,170,125,"农业户口",70,"30000",1,"初婚有配偶",1992,"不知道","不知道",33,0
"广东省","女",1980,"普通高中","36000","36000","群众",120,"否",0,158,110,"农业户口",48,"100000",0,"初婚有配偶",2004,"小学","初中",24,0
"广东省","女",1968,"初中","36000","36000","群众",28,"否",0,156,156,"居民户口（以前是农业户口）",24,"36000",1,"同居",2000,"拒绝回答","拒绝回答",32,0
"广东省","男",1989,"普通高中","不知道","不知道","群众",9998,"是",2,172,150,"农业户口",84,"不知道",2,"初婚有配偶",2012,"小学","小学",23,0
"广东省","男",1980,"初中","150000","150000","群众",20,"否",0,162,120,"居民户口（以前是农业户口）",70,"250000",1,"初婚有配偶",2009,"初中","小学",29,0
"广东省","男",1951,"初中","36000","0","共产党员",98,"是",1,164,83,"居民户口（以前是非农业户口）",0,"不知道",2,"初婚有配偶",1977,"没有受过任何教育","没有受过任何教育",26,0
"广东省","男",1982,"初中","90000","90000","群众",40,"否",0,175,160,"农业户口",40,"90000",0,"初婚有配偶",2012,"普通高中","小学",30,0
"广东省","女",1991,"大学本科（正规高等教育）","50000","50000","群众",40,"否",0,155,98,"居民户口（以前是非农业户口）",40,"80000",0,"初婚有配偶",2015,"职业高中","小学",24,0
"广东省","女",1955,"小学","36000","36000","群众",80,"是",1,150,130,"居民户口（以前是非农业户口）",0,"66000",1,"初婚有配偶",1983,"没有受过任何教育","没有受过任何教育",28,0
"广东省","女",1986,"初中","40000","40000","群众",15,"是",1,160,105,"农业户口",66,"40000",1,"离婚",2003,"不知道","没有受过任何教育",17,0
"广东省","女",1968,"中专","50000","50000","群众",60,"是",1,160,110,"居民户口（以前是农业户口）",40,"120000",1,"初婚有配偶",1996,"小学","没有受过任何教育",28,0
"广东省","男",1991,"初中","30000","30000","群众",120,"是",1,168,130,"农业户口",77,"120000",1,"初婚有配偶",2010,"小学","小学",19,0
"广东省","男",1965,"初中","18000","0","群众",20,"是",1,166,106,"非农业户口",0,"不知道",1,"初婚有配偶",1992,"不知道","没有受过任何教育",27,0
"广东省","男",1967,"大学专科（正规高等教育）","100000","100000","群众",101,"否",0,165,115,"非农业户口",40,"100000",1,"初婚有配偶",1994,"大学本科（正规高等教育）","普通高中",27,0
"广东省","女",1960,"小学","50000","0","群众",50,"是",1,160,100,"居民户口（以前是非农业户口）",0,"200000",1,"丧偶",1985,"私塾、扫盲班","没有受过任何教育",25,0
"广东省","女",1924,"没有受过任何教育","36000","0","共产党员",15,"否",0,150,102,"居民户口（以前是农业户口）",0,"69000",0,"丧偶",1946,"没有受过任何教育","没有受过任何教育",22,0
"广东省","女",1962,"普通高中","不适用","不适用","群众",70,"否",0,180,140,"居民户口（以前是非农业户口）",0,"20000",1,"分居未离婚",1986,"小学","小学",24,0
"广东省","女",1982,"普通高中","0","0","群众",20,"是",1,159,110,"农业户口",0,"90000",1,"初婚有配偶",2008,"初中","小学",26,0
"广东省","女",1987,"大学本科（正规高等教育）","48000","48000","共青团员",40,"否",0,160,48,"非农业户口",40,"80000",1,"初婚有配偶",2016,"大学专科（成人高等教育）","中专",29,0
"广东省","女",1946,"初中","0","0","共青团员",130,"是",1,155,110,"农业户口",0,"100000",1,"丧偶",1970,"小学","没有受过任何教育",24,0
"广东省","女",1981,"大学本科（正规高等教育）","48000","48000","群众",88,"否",0,160,108,"非农业户口",40,"168000",1,"初婚有配偶",2005,"初中","初中",24,0
"广东省","男",1950,"大学本科（正规高等教育）","40000","40000","共产党员",55,"是",1,165,155,"居民户口（以前是非农业户口）",0,"拒绝回答",1,"初婚有配偶",1977,"私塾、扫盲班","没有受过任何教育",27,0
"广东省","女",1963,"初中","27600","0","群众",30,"否",0,160,120,"居民户口（以前是农业户口）",14,"29000",99,"同居",2004,"不知道","不知道",41,0
"广东省","男",1976,"大学本科（正规高等教育）","400000","400000","群众",110,"否",0,170,156,"居民户口（以前是农业户口）",40,"660000",1,"初婚有配偶",2007,"普通高中","小学",31,0
"广东省","男",1954,"普通高中","50000","0","共产党员",40,"是",2,168,130,"非农业户口",0,"80000",2,"初婚有配偶",1980,"没有受过任何教育","没有受过任何教育",26,0
"广东省","男",1983,"中专","30000","30000","共产党员",280,"否",0,175,120,"居民户口（以前是农业户口）",48,"60000",0,"初婚有配偶",2006,"普通高中","初中",23,0
"广东省","女",1987,"初中","40000","40000","群众",25,"否",0,155,130,"居民户口（以前是农业户口）",66,"不知道",2,"离婚",2014,"普通高中","初中",27,0
"广东省","女",1977,"普通高中","40000","40000","群众",60,"否",0,160,120,"居民户口（以前是非农业户口）",48,"250000",1,"初婚有配偶",2004,"普通高中","小学",27,0
"广东省","女",1959,"普通高中","42000","42000","共产党员",72,"否",0,153,120,"居民户口（以前是非农业户口）",0,"不知道",1,"初婚有配偶",1987,"小学","中专",28,0
"广东省","女",1953,"没有受过任何教育","10000","0","群众",92,"是",1,156,98,"农业户口",0,"不知道",2,"初婚有配偶",1973,"没有受过任何教育","没有受过任何教育",20,0
"广东省","女",1959,"没有受过任何教育","0","0","群众",100,"否",0,153,85,"农业户口",0,"72000",1,"丧偶",1984,"没有受过任何教育","没有受过任何教育",25,0
"广东省","男",1987,"大学本科（正规高等教育）","36000","36000","群众",60,"否",0,172,120,"居民户口（以前是非农业户口）",0,"60000",2,"同居",2012,"普通高中","普通高中",25,0
"广东省","女",1972,"大学专科（正规高等教育）","200000","200000","群众",70,"否",0,160,120,"居民户口（以前是非农业户口）",0,"230000",1,"丧偶",1973,"中专","初中",1,0
"广东省","女",1965,"职业高中","55000","50000","群众",500,"否",0,160,120,"居民户口（以前是非农业户口）",35,"300000",3,"初婚有配偶",1987,"普通高中","初中",22,0
"广东省","女",1950,"小学","36000","36000","群众",100,"否",0,150,85,"居民户口（以前是农业户口）",0,"120000",1,"初婚有配偶",1976,"不知道","不知道",26,0
"广东省","女",1963,"小学","0","0","群众",320,"否",0,160,140,"农业户口",0,"50000",1,"初婚有配偶",1985,"没有受过任何教育","没有受过任何教育",22,0
"广东省","女",1986,"大学本科（正规高等教育）","96000","96000","共青团员",78,"否",0,163,98,"非农业户口",40,"192000",2,"初婚有配偶",2012,"初中","普通高中",26,0
"广东省","女",1977,"普通高中","48000","48000","群众",70,"否",0,158,100,"居民户口（以前是非农业户口）",40,"110000",1,"初婚有配偶",2001,"小学","小学",24,0
"广东省","男",1963,"大学本科（正规高等教育）","350000","350000","群众",95,"否",0,168,140,"居民户口（以前是非农业户口）",35,"500000",2,"初婚有配偶",1992,"大学本科（正规高等教育）","大学本科（正规高等教育）",29,0
"广东省","男",1969,"大学专科（成人高等教育）","6400","6400","群众",54,"否",0,169,120,"居民户口（以前是非农业户口）",0,"6900",1,"离婚",1993,"大学专科（成人高等教育）","初中",24,0
"广东省","女",1988,"大学专科（正规高等教育）","20000","0","群众",35,"否",0,160,102,"农业户口",0,"100000",1,"初婚有配偶",2007,"没有受过任何教育","没有受过任何教育",19,0
"广东省","女",1976,"大学专科（成人高等教育）","不适用","不适用","群众",50,"否",0,158,107,"居民户口（以前是非农业户口）",0,"不知道",1,"初婚有配偶",2007,"没有受过任何教育","没有受过任何教育",31,0
"广东省","男",1950,"初中","40000","0","群众",50,"是",1,167,59,"居民户口（以前是非农业户口）",0,"60000",1,"初婚有配偶",1976,"私塾、扫盲班","私塾、扫盲班",26,0
"广东省","男",1963,"普通高中","拒绝回答","拒绝回答","共产党员",20,"是",1,172,130,"农业户口",70,"拒绝回答",1,"初婚有配偶",1985,"小学","没有受过任何教育",22,0
"广东省","男",1987,"大学专科（正规高等教育）","24000","24000","群众",30,"否",0,180,160,"农业户口",40,"100000",1,"初婚有配偶",2012,"小学","小学",25,0
"广东省","女",1952,"小学","36000","36000","群众",190,"否",0,155,130,"农业户口",119,"不知道",2,"初婚有配偶",1973,"没有受过任何教育","没有受过任何教育",21,0
"广东省","男",1954,"普通高中","30000","30000","群众",103,"是",1,170,156,"居民户口（以前是非农业户口）",0,"50000",1,"初婚有配偶",1978,"不知道","不知道",24,0
"广东省","男",1952,"小学","0","0","群众",80,"是",1,168,140,"农业户口",0,"60000",1,"初婚有配偶",1980,"小学","没有受过任何教育",28,0
"广东省","男",1982,"小学","30000","30000","群众",20,"否",0,178,135,"农业户口",0,"30000",1,"初婚有配偶",2015,"没有受过任何教育","没有受过任何教育",33,0
"广东省","女",1960,"小学","45000","0","群众",216,"否",0,157,135,"农业户口",0,"不知道",1,"初婚有配偶",1984,"没有受过任何教育","没有受过任何教育",24,0
"广东省","男",1946,"初中","12000","0","共产党员",140,"是",1,169,126,"非农业户口",0,"180000",3,"初婚有配偶",1973,"私塾、扫盲班","没有受过任何教育",27,0
"广东省","女",1970,"没有受过任何教育","0","0","群众",9998,"否",0,153,106,"农业户口",28,"50000",2,"初婚有配偶",1994,"小学","没有受过任何教育",24,0
"广东省","女",1987,"大学专科（正规高等教育）","100000","100000","群众",40,"是",1,153,100,"农业户口",40,"500000",1,"初婚有配偶",2013,"初中","初中",26,0
"广东省","女",1963,"小学","0","0","群众",9998,"否",0,160,100,"居民户口（以前是农业户口）",0,"不知道",2,"初婚有配偶",1984,"没有受过任何教育","没有受过任何教育",21,0
"广东省","女",1948,"小学","900","0","群众",65,"是",1,155,140,"农业户口",0,"0",1,"初婚有配偶",1963,"私塾、扫盲班","没有受过任何教育",15,0
"广东省","女",1954,"小学","0","0","群众",64,"否",0,163,110,"农业户口",0,"不知道",1,"初婚有配偶",1980,"小学","没有受过任何教育",26,0
"广东省","女",1964,"普通高中","40000","40000","群众",60,"否",0,162,104,"居民户口（以前是非农业户口）",0,"70000",1,"初婚有配偶",1990,"普通高中","普通高中",26,0
"广东省","女",1986,"初中","50000","50000","群众",327,"否",0,162,116,"农业户口",0,"不知道",1,"初婚有配偶",2009,"小学","小学",23,0
"广东省","男",1977,"研究生及以上","个人全年总收入高于百万位数","个人全年职业/劳动收入高于百万位数","共产党员",296,"是",3,170,162,"非农业户口",50,"全年全家总收入高于百万位数",3,"初婚有配偶",2006,"大学专科（正规高等教育）","大学专科（正规高等教育）",29,0
"广东省","男",1981,"大学专科（正规高等教育）","50000","50000","群众",55,"是",1,163,90,"居民户口（以前是农业户口）",78,"120000",1,"初婚有配偶",2008,"初中","没有受过任何教育",27,0
"广东省","女",1957,"没有受过任何教育","不知道","不知道","群众",210,"否",0,154,110,"农业户口",50,"不知道",1,"初婚有配偶",1981,"没有受过任何教育","没有受过任何教育",24,0
"广东省","女",1993,"职业高中","20000","0","群众",100,"否",0,160,100,"非农业户口",0,"100000",2,"初婚有配偶",2015,"职业高中","职业高中",22,0
"广东省","男",1985,"初中","18000","18000","群众",180,"是",3,169,135,"农业户口",14,"18000",3,"初婚有配偶",2006,"初中","小学",21,0
"广东省","女",1977,"大学专科（正规高等教育）","100000","100000","群众",120,"是",2,152,49,"非农业户口",56,"500000",3,"初婚有配偶",2004,"小学","小学",27,0
"广东省","男",1960,"小学","96000","96000","群众",12,"否",0,165,118,"居民户口（以前是农业户口）",0,"96000",0,"初婚有配偶",1989,"私塾、扫盲班","没有受过任何教育",29,0
"广东省","女",1981,"大学本科（正规高等教育）","300000","300000","群众",85,"是",2,163,110,"非农业户口",36,"不知道",2,"初婚有配偶",2008,"中专","没有受过任何教育",27,0
"广东省","男",1983,"初中","48000","48000","群众",200,"否",0,170,120,"农业户口",60,"65000",0,"初婚有配偶",2005,"小学","小学",22,0
"广东省","男",1962,"初中","42000","42000","群众",68,"否",0,183,140,"居民户口（以前是非农业户口）",40,"90000",1,"初婚有配偶",1968,"不知道","不知道",6,0
"广东省","女",1981,"大学专科（正规高等教育）","30000","30000","群众",100,"否",0,158,110,"居民户口（以前是非农业户口）",40,"80000",1,"初婚有配偶",2006,"初中","初中",25,0
"广东省","男",1960,"普通高中","21000","21000","群众",13,"否",0,170,130,"居民户口（以前是非农业户口）",48,"96000",1,"初婚有配偶",1982,"职业高中","初中",22,0
"广东省","女",1943,"私塾、扫盲班","48000","48000","群众",45,"否",0,152,118,"居民户口（以前是非农业户口）",0,"48000",0,"丧偶",1963,"没有受过任何教育","没有受过任何教育",20,0
"广东省","男",1951,"小学","4200","0","共产党员",70,"是",1,170,130,"居民户口（以前是农业户口）",0,"不知道",1,"丧偶",1976,"没有受过任何教育","没有受过任何教育",25,0
"广东省","女",1954,"初中","13200","0","群众",300,"否",0,156,120,"居民户口（以前是农业户口）",0,"不知道",3,"丧偶",1977,"没有受过任何教育","没有受过任何教育",23,0
"广东省","女",1987,"普通高中","55000","55000","群众",45,"否",0,155,90,"农业户口",0,"110000",0,"初婚有配偶",2009,"普通高中","小学",22,0
"广东省","女",1966,"初中","24000","24000","群众",30,"否",0,158,120,"居民户口（以前是非农业户口）",10,"不知道",0,"初婚有配偶",1990,"不知道","没有受过任何教育",24,0
"广东省","男",1949,"初中","31200","0","群众",9998,"是",1,175,124,"居民户口（以前是非农业户口）",0,"140000",1,"初婚有配偶",1973,"没有受过任何教育","没有受过任何教育",24,0
"广东省","女",1968,"初中","20000","20000","群众",50,"是",1,159,90,"非农业户口",0,"60000",1,"分居未离婚",1990,"没有受过任何教育","没有受过任何教育",22,0
"广东省","男",1972,"大学专科（成人高等教育）","300000","300000","共产党员",15,"是",1,170,138,"非农业户口",45,"350000",1,"初婚有配偶",1997,"中专","初中",25,0
"广东省","男",1959,"普通高中","70000","70000","群众",50,"是",1,165,150,"农业户口",75,"不知道",1,"初婚有配偶",1986,"初中","没有受过任何教育",27,0
"广东省","女",1979,"大学专科（成人高等教育）","35000","35000","群众",40,"是",1,160,140,"居民户口（以前是农业户口）",40,"70000",1,"初婚有配偶",2005,"小学","小学",26,0
"广东省","女",1967,"初中","80000","80000","群众",70,"否",0,155,101,"农业户口",48,"140000",1,"初婚有配偶",1992,"没有受过任何教育","没有受过任何教育",25,0
"广东省","女",1994,"大学本科（正规高等教育）","100000","100000","群众",100,"否",0,165,100,"非农业户口",40,"200000",0,"初婚有配偶",2016,"小学","小学",22,0
"广东省","男",1985,"技校","120000","120000","群众",480,"否",0,165,100,"居民户口（以前是农业户口）",40,"不知道",2,"初婚有配偶",2014,"不知道","不知道",29,0
"广东省","男",1972,"大学本科（成人高等教育）","500000","300000","群众",148,"是",2,168,160,"居民户口（以前是农业户口）",25,"500000",3,"初婚有配偶",1995,"初中","没有受过任何教育",23,0
"广东省","女",1968,"小学","30000","30000","群众",50,"否",0,145,90,"农业户口",70,"40000",0,"初婚有配偶",1990,"小学","没有受过任何教育",22,0
"广东省","男",1948,"中专","拒绝回答","拒绝回答","群众",180,"是",3,172,120,"非农业户口",0,"拒绝回答",4,"初婚有配偶",1972,"私塾、扫盲班","私塾、扫盲班",24,0
"广东省","男",1982,"初中","120000","120000","群众",20,"否",0,165,140,"农业户口",0,"不知道",0,"初婚有配偶",2009,"普通高中","小学",27,0
"广东省","女",1989,"初中","12000","12000","群众",15,"否",0,160,100,"农业户口",56,"20000",1,"初婚有配偶",2014,"初中","小学",25,0
"广东省","女",1956,"职业高中","60000","60000","群众",120,"否",0,165,120,"非农业户口",0,"100000",1,"初婚有配偶",1987,"小学","初中",31,0
"广东省","女",1963,"普通高中","20000","0","群众",30,"否",0,162,124,"居民户口（以前是非农业户口）",0,"30000",0,"初婚有配偶",1993,"没有受过任何教育","没有受过任何教育",30,0
"广东省","女",1984,"大学专科（正规高等教育）","80000","80000","群众",100,"否",0,162,110,"居民户口（以前是非农业户口）",48,"150000",1,"初婚有配偶",2009,"初中","初中",25,0
"广东省","男",1977,"普通高中","100000","100000","群众",40,"否",0,170,150,"居民户口（以前是非农业户口）",40,"100000",0,"初婚有配偶",2000,"小学","小学",23,0
"广东省","女",1949,"没有受过任何教育","0","0","群众",40,"否",0,160,130,"居民户口（以前是非农业户口）",0,"120000",1,"初婚有配偶",1968,"没有受过任何教育","没有受过任何教育",19,0
"广东省","男",1953,"没有受过任何教育","13000","5000","群众",113,"否",0,163,142,"居民户口（以前是农业户口）",0,"不知道",1,"初婚有配偶",1976,"没有受过任何教育","没有受过任何教育",23,0
"广东省","男",1941,"初中","42000","42000","群众",55,"否",0,150,100,"居民户口（以前是非农业户口）",0,"78000",1,"丧偶",1964,"私塾、扫盲班","没有受过任何教育",23,0
"广东省","女",1935,"小学","42000","42000","共产党员",80,"是",1,155,110,"居民户口（以前是农业户口）",0,"拒绝回答",1,"丧偶",1960,"不知道","不知道",25,0
"广东省","女",1981,"普通高中","0","0","群众",9998,"是",2,160,120,"居民户口（以前是农业户口）",48,"不知道",2,"初婚有配偶",2003,"小学","初中",22,0
"广东省","女",1981,"大学本科（成人高等教育）","200000","200000","群众",90,"是",1,155,98,"居民户口（以前是非农业户口）",20,"500000",3,"初婚有配偶",2007,"小学","小学",26,0
"广东省","女",1968,"初中","24000","24000","群众",60,"否",0,165,120,"居民户口（以前是农业户口）",48,"94000",1,"初婚有配偶",1989,"小学","没有受过任何教育",21,0
"广东省","男",1957,"没有受过任何教育","0","0","群众",100,"否",0,170,126,"农业户口",0,"不知道",1,"初婚有配偶",1983,"没有受过任何教育","没有受过任何教育",26,0
"广东省","男",1979,"初中","960000","960000","群众",88,"是",1,172,115,"农业户口",40,"96000",1,"初婚有配偶",2005,"没有受过任何教育","没有受过任何教育",26,0
"广东省","男",1986,"大学本科（正规高等教育）","600000","600000","群众",81,"否",0,177,144,"非农业户口",0,"600000",1,"初婚有配偶",2011,"大学专科（成人高等教育）","普通高中",25,0
"广东省","女",1959,"大学本科（正规高等教育）","96000","0","共产党员",128,"是",1,172,118,"非农业户口",0,"96000",2,"初婚有配偶",1987,"大学本科（正规高等教育）","大学本科（正规高等教育）",28,0
"广东省","女",1964,"小学","拒绝回答","拒绝回答","群众",70,"是",1,170,160,"农业户口",0,"拒绝回答",2,"初婚有配偶",1984,"没有受过任何教育","没有受过任何教育",20,0
"广东省","女",1964,"普通高中","24000","24000","群众",280,"否",0,150,100,"居民户口（以前是农业户口）",44,"不知道",1,"初婚有配偶",1989,"私塾、扫盲班","私塾、扫盲班",25,0
"广东省","男",1985,"初中","35000","35000","群众",9998,"否",0,160,90,"农业户口",0,"150000",1,"初婚有配偶",2012,"小学","初中",27,0
"广东省","男",1952,"大学本科（正规高等教育）","54000","0","共产党员",72,"是",1,170,110,"非农业户口",0,"60000",1,"初婚有配偶",1979,"私塾、扫盲班","没有受过任何教育",27,0
"广东省","女",1965,"小学","6500","6500","群众",135,"否",0,165,170,"农业户口",70,"15000",1,"初婚有配偶",1993,"没有受过任何教育","没有受过任何教育",28,0
"广东省","女",1956,"普通高中","30000","30000","群众",86,"否",0,158,98,"居民户口（以前是非农业户口）",56,"80000",0,"初婚有配偶",1980,"私塾、扫盲班","不知道",24,0
"广东省","男",1960,"初中","30000","30000","群众",25,"否",0,164,105,"居民户口（以前是非农业户口）",40,"30000",0,"分居未离婚",1985,"没有受过任何教育","没有受过任何教育",25,0
"广东省","女",1985,"大学本科（成人高等教育）","60000","60000","群众",59,"否",0,168,110,"居民户口（以前是非农业户口）",45,"180000",1,"初婚有配偶",2012,"小学","小学",27,0
"广东省","女",1949,"小学","54000","0","群众",119,"否",0,150,100,"农业户口",0,"5000000",4,"初婚有配偶",1968,"小学","小学",19,0
"广东省","女",1957,"没有受过任何教育","0","0","群众",98,"否",0,150,100,"农业户口",0,"3000000",1,"初婚有配偶",1970,"没有受过任何教育","没有受过任何教育",13,0
"广东省","女",1964,"初中","40000","0","共产党员",71,"是",2,160,106,"居民户口（以前是非农业户口）",0,"100000",2,"初婚有配偶",1982,"私塾、扫盲班","没有受过任何教育",18,0
